Loaded: stinsen_step2_verify.prg @ $0D7E
Mem[$1000]: 4C 92 16 4C 06 10   (INIT)
Mem[$1003]: 4C 06 10 A9 00 2C   (PLAY)
Calling INIT @ $1000...
INIT done. SID regs:
[sid] registers: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Running 300 frames via PLAY @ $1003...
frame,cycle,register,old_val,new_val
--- Frame 81: 6 SID changes ---
82,72000,osc3_pw_lo,$00,$10
82,72265,osc2_pw_lo,$00,$10
82,72490,osc1_pw_lo,$00,$10
--- Frame 82: 3 SID changes ---
83,72867,osc3_pw_lo,$10,$20
83,73099,osc2_pw_lo,$10,$20
83,73371,osc1_pw_lo,$10,$20
--- Frame 83: 3 SID changes ---
84,73724,osc3_pw_lo,$20,$30
84,73989,osc2_pw_lo,$20,$30
84,74214,osc1_pw_lo,$20,$30
--- Frame 84: 3 SID changes ---
85,74584,osc3_pw_lo,$30,$40
85,74809,osc2_pw_lo,$30,$40
85,75074,osc1_pw_lo,$30,$40
--- Frame 85: 3 SID changes ---
86,75404,osc3_pw_lo,$40,$50
86,75669,osc2_pw_lo,$40,$50
86,75894,osc1_pw_lo,$40,$50
--- Frame 86: 3 SID changes ---
87,76271,osc3_pw_lo,$50,$60
87,76503,osc2_pw_lo,$50,$60
87,76775,osc1_pw_lo,$50,$60
--- Frame 87: 3 SID changes ---
88,77170,osc3_pw_lo,$60,$70
88,77395,osc2_pw_lo,$60,$70
88,77620,osc1_pw_lo,$60,$70
--- Frame 88: 3 SID changes ---
89,77990,osc3_pw_lo,$70,$80
89,78255,osc2_pw_lo,$70,$80
89,78480,osc1_pw_lo,$70,$80
--- Frame 89: 3 SID changes ---
90,78850,osc3_pw_lo,$80,$90
90,79075,osc2_pw_lo,$80,$90
90,79340,osc1_pw_lo,$80,$90
--- Frame 90: 3 SID changes ---
91,79670,osc3_pw_lo,$90,$A0
91,79935,osc2_pw_lo,$90,$A0
91,80160,osc1_pw_lo,$90,$A0
--- Frame 91: 3 SID changes ---
92,80537,osc3_pw_lo,$A0,$B0
92,80769,osc2_pw_lo,$A0,$B0
92,81041,osc1_pw_lo,$A0,$B0
--- Frame 92: 3 SID changes ---
93,81394,osc3_pw_lo,$B0,$C0
93,81659,osc2_pw_lo,$B0,$C0
93,81884,osc1_pw_lo,$B0,$C0
--- Frame 93: 3 SID changes ---
94,82254,osc3_pw_lo,$C0,$D0
94,82479,osc2_pw_lo,$C0,$D0
94,82744,osc1_pw_lo,$C0,$D0
--- Frame 94: 3 SID changes ---
95,83074,osc3_pw_lo,$D0,$E0
95,83339,osc2_pw_lo,$D0,$E0
95,83564,osc1_pw_lo,$D0,$E0
--- Frame 95: 3 SID changes ---
96,83941,osc3_pw_lo,$E0,$F0
96,84173,osc2_pw_lo,$E0,$F0
96,84445,osc1_pw_lo,$E0,$F0
--- Frame 96: 3 SID changes ---
97,84800,osc3_pw_lo,$F0,$00
97,84807,osc3_pw_hi,$83,$84
97,85065,osc2_pw_lo,$F0,$00
97,85072,osc2_pw_hi,$83,$84
97,85290,osc1_pw_lo,$F0,$00
97,85297,osc1_pw_hi,$83,$84
--- Frame 97: 6 SID changes ---
98,85660,osc3_pw_lo,$00,$10
98,85885,osc2_pw_lo,$00,$10
98,86150,osc1_pw_lo,$00,$10
--- Frame 98: 3 SID changes ---
99,86480,osc3_pw_lo,$10,$20
99,86745,osc2_pw_lo,$10,$20
99,86970,osc1_pw_lo,$10,$20
--- Frame 99: 3 SID changes ---
100,87340,osc3_pw_lo,$20,$30
100,87565,osc2_pw_lo,$20,$30
100,87830,osc1_pw_lo,$20,$30
--- Frame 100: 3 SID changes ---
101,88207,osc3_pw_lo,$30,$40
101,88439,osc2_pw_lo,$30,$40
101,88671,osc1_pw_lo,$30,$40
--- Frame 101: 3 SID changes ---
102,89064,osc3_pw_lo,$40,$50
102,89329,osc2_pw_lo,$40,$50
102,89554,osc1_pw_lo,$40,$50
--- Frame 102: 3 SID changes ---
103,89924,osc3_pw_lo,$50,$60
103,90149,osc2_pw_lo,$50,$60
103,90414,osc1_pw_lo,$50,$60
--- Frame 103: 3 SID changes ---
104,90754,osc3_pw_lo,$60,$70
104,91029,osc2_pw_lo,$60,$70
104,91264,osc1_pw_lo,$60,$70
--- Frame 104: 3 SID changes ---
105,91641,osc3_pw_lo,$70,$60
105,91648,osc3_pw_hi,$84,$94
105,91873,osc2_pw_lo,$70,$60
105,91880,osc2_pw_hi,$84,$94
105,92145,osc1_pw_lo,$70,$60
105,92152,osc1_pw_hi,$84,$94
--- Frame 105: 6 SID changes ---
106,92500,osc3_pw_lo,$60,$50
106,92507,osc3_pw_hi,$94,$A4
106,92765,osc2_pw_lo,$60,$50
106,92772,osc2_pw_hi,$94,$A4
106,92990,osc1_pw_lo,$60,$50
106,92997,osc1_pw_hi,$94,$A4
--- Frame 106: 6 SID changes ---
107,93360,osc3_pw_lo,$50,$40
107,93367,osc3_pw_hi,$A4,$B4
107,93585,osc2_pw_lo,$50,$40
107,93592,osc2_pw_hi,$A4,$B4
107,93850,osc1_pw_lo,$50,$40
107,93857,osc1_pw_hi,$A4,$B4
--- Frame 107: 6 SID changes ---
108,94180,osc3_pw_lo,$40,$30
108,94187,osc3_pw_hi,$B4,$C4
108,94445,osc2_pw_lo,$40,$30
108,94452,osc2_pw_hi,$B4,$C4
108,94670,osc1_pw_lo,$40,$30
108,94677,osc1_pw_hi,$B4,$C4
--- Frame 108: 6 SID changes ---
109,95040,osc3_pw_lo,$30,$20
109,95047,osc3_pw_hi,$C4,$D4
109,95265,osc2_pw_lo,$30,$20
109,95272,osc2_pw_hi,$C4,$D4
109,95530,osc1_pw_lo,$30,$20
109,95537,osc1_pw_hi,$C4,$D4
--- Frame 109: 6 SID changes ---
110,95867,osc3_pw_lo,$20,$10
110,95874,osc3_pw_hi,$D4,$E4
110,96139,osc2_pw_lo,$20,$10
110,96146,osc2_pw_hi,$D4,$E4
110,96371,osc1_pw_lo,$20,$10
110,96378,osc1_pw_hi,$D4,$E4
--- Frame 110: 6 SID changes ---
111,96764,osc3_pw_lo,$10,$00
111,96771,osc3_pw_hi,$E4,$F4
111,97029,osc2_pw_lo,$10,$00
111,97036,osc2_pw_hi,$E4,$F4
111,97254,osc1_pw_lo,$10,$00
111,97261,osc1_pw_hi,$E4,$F4
--- Frame 111: 6 SID changes ---
112,97624,osc3_pw_lo,$00,$F0
112,97631,osc3_pw_hi,$F4,$03
112,97849,osc2_pw_lo,$00,$F0
